id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
11,AccelRobotics,United States,2015,Private,0,0,0,0,0,0,https://www.accelrobotics.com/,https://www.accelrobotics.com/,,"A new world of convenience. Automated Stores. Better Bottom Line. Real solutions for the real world. Fast Deployments Faster Checkout. Our frictionless commerce platform enables retailers to quickly deploy stores in net new environments, allowing them to extend their reach, acquire new customers, and increase revenue. Indoor. Outdoor. Any floor. Checkout-free Shopping. Shortening the Distance Between Shoppers and Satisfaction. Fast and Easy Customers can grab what they want and go, so they can spend more time doing things they love. Seamless Checkout Products are automatically tallied as they are picked up, which means there s no more waiting in line to checkout. Anytime Extend your operating hours 24/7 and allow people to shop when it s most convenient. Hassle-free. Convenient for Retailers and Operators. Our frictionless commerce platform lets you run your stores with ease and confidence, improving end-to-end operations with a better bottom line. Increase Sales Get more from your stores and drive sales with no lines, increased throughput, and higher satisfaction. Payments We ve partnered with leading payment providers, making identity and payments easy and secure. Advanced Analytics Get a detailed view of all your store locations with key insights to measure and increase performance. Effortless Operation With live inventory updates and dynamic system messaging, remote store management is a breeze. Teamwork makes the dream work. A World-Class Global Team A talented team of over 60 professionals specializing in computer vision, artificial intelligence, product design, system engineering, and software development. We are developing and deploying breakthrough artificial intelligence technology in the real world. The future of commerce has never been more clear. See it for yourself.",https://www.accelrobotics.com/,116,2.02E+13,2.03E+13
12,Access Softek,United States,,,,,,,,,https://www.accesssoftek.com/,https://accesssoftek.com/,no strong candidates; using root landing,,,,,
13,Accu-Time Systems,United States,,,,,,,,,https://www.accu-time.com/,https://www.accu-time.com/,,,https://www.accu-time.com/,467,2.00E+13,2.03E+13
14,Accura Scan,India,,,,,,,,,https://accurascan.com/,https://accurascan.com/,,,https://accurascan.com/,218,2.02E+13,2.03E+13
15,Acer Incorporated,"Taiwan, Province of China",,,,,,,,,https://www.acer.com/,https://www.acer.com/us-en/,"canonical, og:url, logo link, logo link",,,,,
16,AcessoDigital,Brazil,2007,Private,1,1,1,1,0,0,https://home.acessodigital.com.br/en,https://home.acessodigital.com.br/,site unreachable (used root),"We make your life simple and safe. Our solutions act on three large verticals: biometric authentication, digital onboarding and paperless. Acesso BIO: Facial recognition that assists in authentication and validation of identities. We serve the segments of Banks and Fintechs, Retail, E-commerce and Telecom. Acesso RH: Hiring process of new employees without bureaucracy. Acesso Sign: Sign documents digitally directly from your cell phone. Exponential Growth. ""Acesso Bio helps us with the analysis of purchases that we would fail, that is, in the recovery of purchases of the e-commerce. We have very surprising data and results with the return of Digital Access. "" - Lygia Netto - Coordinator for Prevention of Fraud, Security and Means of Payment in the Ingresso Rápido. ""Acesso RH has been receiving amazing feedback from our new employee since they have a totally innovative hiring process, not needing to handle several documents personally in the company, instead, all the process is possible from their cell phone."" - Allan Lima - Human Resources Coordinator at Duratex. High Speed and Innovation are in our DNA, so we have undergone several transformations and today we have an ecosystem of disruptive and innovative products, that facilitate the relationship of people and companies, and protect what they have more valuable: THEIR IDENTITY. Our history began with two major purposes: to make life more simple through technology, valuing people in a productive and differentiated environment. We were idealized by the restless mind of our CEO, Diego Martins, with the help of Rui Jordão and Paulo Alencastro, who accepted the challenge and accompanied us throughout the journey. ""My main motivation on founding Acesso was the idea to create a tech giant from Brazil. We are the most creative society in the planet, we must take this advantage to innovate with high impact."" - DIEGO MARTINS, FOUNDER & CEO. ""On a tech company, where intellectual capital is the core of the business, people become indispensable! At Acesso, we are focused on having people happy and involved with the business. Having the right people guarantee that the culture remains strong and developing over time."" - DIEGO MARTINS, FOUNDER & CEO. Our Beliefs: Every day, we work to protect the name of the Brazilian, ensuring information integrity. We value a transformational environment, with teams that dream big and are ready to make it happen. With protagonism and humility, we are always seeking to learn from new experiences, that become innovative new products at the same speed of our continuous and fast evolution. All this aligned with our mission to facilitate the interaction of people with organizations.",,,,
17,Achievers,Canada,2002,active,,,,,,,https://www.achievers.com,https://www.achievers.com/,,,https://www.achievers.com/,1953,2.00E+13,2.03E+13
18,ACI Software,Thailand,,,,,,,,,,,,,,,,
19,ACTAtek,United Kingdom,,,,,,,,,https://www.actatek.com,https://www.actatek.com/,,,https://www.actatek.com/,238,2.00E+13,2.03E+13
20,Active Witness,Canada,,,,,,,,,https://www.activewitness.com,https://www.activewitness.com/,,,https://www.activewitness.com/,87,2.01E+13,2.03E+13
