id,company,country,year,status,bio,hist,org,media,social,gov,link,clean_link,link_clean_notes,text,processed_link,snapshot_count,first_snapshot,last_snapshot
571,Lapetus,United States,2014,Private,1,0,1,1,0,0,https://www.lapetussolutions.com/,https://www.lapetussolutions.com/,,"We re proud to be part of india s digital transformation. Data security at the highest level. >COMBINING CUSTOMER ENGAGEMENT WITH REVOLUTIONARY NEW WAYS TO PREDICT LIFE EVENTS IN REAL TIME. As finalists in the Vizag Fintech Festival, we have just been awarded $110,000 to open an office there. We look forward to the incredible new opportunities that await us. WE HAVE BEEN CERTIFIED AS A LIFE EXPECTANCY PROVIDER BY THE STATE OF FLORIDA. DR. JAY OLSHANSKY, OUR CO-FOUNDER AND CHIEF SCIENCE OFFICER, HAS PUBLISHED A NEW WHITE PAPER ON: Longevity and Health of U.S. Presidential Candidates for the 2020 Election. AI-POWERED LIFE EVENT PREDICTION IS HERE. At Lapetus Solutions, world-renowned scientists leverage the power of Artificial Intelligence (AI) to develop revolutionary new ways to predict life events in real time, combining: Sensory Analytics An emerging science-based technology that uses digital images to examine an individual s physical features to determine longevity, health status and disease susceptibility. Life Sciences Combining decades of longevity research with biodemography at the core, specific covariates linked to longevity are identified and predictive algorithms are generated. Dynamic Questioning Scientifically formulated questions that change according to responses provide more insight and accuracy into individual longevity than standardized questionnaires. CHANGING THE FACE OF INSURANCE UNDERWRITING. CHRONOS While traditional underwriting can take up to a month, CHRONOS delivers more accurate results in seconds Combining facial analytics, biodemographic information and dynamic questioning, CHRONOS returns precise and reliable scores. How Industry is Using Our Tools. Lapetus Solutions Inc. (LSI) integrates science and technology with machine learning to develop tools and platforms that enable industries relying on life event prediction to reduce and replace their dependence on traditional assessment methods with faster, more cost-effective and increasingly accurate results. By combining Life Sciences, Sensory Analytics and Dynamic Questioning to provide real time insight into an individual s health status and longevity, as well as to examine risk within specific groups, our tools also combine to form the basis of three breakthrough customer engagement platforms, delivering fully customizable, end-to-end solutions for the life insurance and financial planning industries. Our team is comprised of internationally recognized scientists in their fields, including Biodemography, Facial Analytics, Health, Aging and Data Science. Working together and drawing from the data and research of thousands of global experts, they leverage the power of Artificial Intelligence (AI) to more accurately predict life events in real time, including mortality, morbidity and healthy lifespan. Lapetus was the Greek god of mortality. Our first platform, Chronos, is named after his brother, the Greek god of time. The panels represent the three phases of life according to evolution biology: childhood, adulthood and old-age, through which a mortality curve runs, reflecting the fundamental linkage between biology and duration of life that is at the foundation of Lapetus biodemographic thinking and methods. Life Sciences: Combining decades of longevity research with biodemography at the core, specific covariates linked to lifespan are identified and predictive algorithms are generated. Through the compilation, distillation and analysis of complex and constantly evolving data from thousands of global researchers, our scientists assess and identify market-specific trends, linking specific questions to mortality risk and survival prospects. All of the following are taken into account in calculating results: anthropology, ecology, embryology, epidemiology, evolutionary biology, genetics, molecular biology, pathology and population genetics. Our Life Sciences tools can be used to provide: Life Expectacy (LE) and Healthy Life Expectancy (HLE) estimates Trend analysis on blocks of insured populations Mortality trends using Live Life Tables. Sensory Analytics An emerging science-based technology that uses digital images to examine an individual s physical features to determine longevity, health status and disease susceptibility. LSI scientists use machine learning techniques to build sensory analytics algorithms that provide real time results. They are currently researching the enhanced information that sight, voice and skin-based analytics can provide and will continue to develop new algorithms and corresponding tools based on their findings. From just a simple selfie, our Facial Analytics technology examines 100 s of points and 1000 s of regions on the face to instantly provide: BMI calculation Estimated Age Gender Smoking Indication. Dynamic Questioning Scientifically formulated questions that change according to responses provide more insight and accuracy into individual longevity than standardized questionnaires. For years, traditional methods of predicting life events have relied on asking the same types of questions. The Lapetus platform uses a range of highly predictive and variable questions based on aging science that change dynamically based on initial responses, providing results that are unique to each individual. Dynamic Questioning enables us to identify people who are likely to live exceptionally long lives, even in the face of potentially harmful behavioral risk factors. Not all smokers are equal By combining Life Sciences, Dynamic Questioning and Sensory Analytics, it is now possible to identify smokers who are likely to live longer, as well as detect when someone has not been truthful about their past and present smoking habits on an application form. Based on our two key areas of scientific study, Life Event Sciences and Sensory Analytics, we have developed a variety of customizable, risk assessment tools that can be used individually or in combination. They are grounded in algorithms using state-of-the-art machine learning techniques, continually improving with more data. Everything you need to know about our proprietary data collection initiative. What it is A continuous international cross-sectional survey designed to enhance and further develop the field of Sensory Analytics, SMILe will immediately enhance smoking validation and be used in the future to identify chronic diseases including diabetes, heart disease and dementia. Supports the global expansion of our predictive algorithms Helps our Facial Analytics engine account for differences in populations across the globe Represents a giant leap forward in our future ability to detect and predict fatal diseases and disabling health conditions. How SMILe works Individual surveys collect images, video, demographic and health data Collections use IRB approved protocol with standardized equipment Data collection teams will be engaged for global markets. Demographic Data Multiple points on each participant are captured. Image/Video Data Standardized equipment is utilized in all markets Still images and videos are captured on each participant. How we will use the data? Smoking detection Age detection Gender detection Age progression Disease detection. Who will benefit from the data? Industries Life insurance Health insurance Financial services Public Health Cosmetics Plastic surgery Telemedicine Individuals Via our personalized Health Advice (HEALTHe) tool.",https://www.lapetussolutions.com/,84,5/11/15,3/20/25
572,LastPass,United States,2014,,,,,,,,https://www.lastpass.com/,https://www.lastpass.com/,,,https://www.lastpass.com/,8756,4/14/03,12/2/25
573,Lebentech Biometrics,Mexico,2006,,,,,,,,https://www.lebentech.com/,https://www.lebentech.com/,,,https://www.lebentech.com/,101,10/11/07,5/5/25
574,Leidos,United States,1969,Public,1,1,1,1,1,1,https://www.leidos.com/,https://www.leidos.com/,,"Making the world safer, healthier, and more efficient. Company Providing solutions that transform business and change the world. Mission, Vision, and Values Everything we do is built on a commitment to do the right thing for our customers, our people, and our community. Our Mission, Vision, and Values guide the way we do business. Leidos makes the world safer, healthier, and more efficient through information technology, engineering, and science. Become the global leader in the integration and application of information technology, engineering, and science to solve our customers  most demanding challenges. We will deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customers  success. We will empower our teams, contribute to our communities, and operate sustainably. Values: Integrity Is having the courage to make tough ethical decisions, taking pride in our work, being transparent with our team, and being respectful of everyone. Inclusion icon Inclusion Is fostering a sense of belonging, welcoming all perspectives and contributions, and providing equal access to opportunities and resources for everyone. Innovation icon Innovation Is not limited to our engineers and scientists. It is acting as a catalyst. Being tenacious and curious to help us excel and be a part of a learning organization. Agility icon Agility Is being flexible, creative, and resilient. It is our ability to think and act small while using the size and strength of our balance sheet to our advantage. Collaboration icon Collaboration Is being team-oriented and proactively engaging to meet shared objectives. It is about building relationships and staying connected with each other. Commitment icon Commitment Is being accountable, taking ownership, modeling servant leadership, and operating with a sense of urgency to our customers and teams. Our Business: Our key lines of business — civil, defense, health, and intelligence — are rife with opportunity. An expanded workforce and capabilities portfolio enables us to compete internationally and provide increased efficiency and affordability to customers. As we grow, we ll maintain our agile and creative reputation. Civil We work with our customers creating solutions to improve the environment, energy efficiency, federal infrastructure and help manage more than 43,000 flights every day. Defense Our defense business provides a diverse portfolio of systems, solutions, and services covering air, land, sea, space, and cyberspace for customers worldwide. Health Our formula to improve healthcare is simple – fuse the world s most advanced technologies with the brightest minds in science, research, and consulting. Intelligence Using a wide range of capabilities in Enterprise IT, Data Analytics, Artificial Intelligence and Machine Learning to support our customers  mission and defend against evolving threats around the world. Leidos Innovations Center (LInC) The technology-driven core of Leidos, LInC continues our tradition of solving the toughest scientific and engineering problems for customers. Leidos is listed No. 292 on the Fortune 500. Competencies Our technical core competencies underpin the work we do for our customers every day. The core competencies at the heart of our enterprise Our technical core competencies underpin the work we do for our customers every day. These competencies define the areas in which technical excellence is critical, not only for our business, but in the work we do daily to help customers achieve the important missions on the frontlines of their industry. Our competencies can be categorized in two discrete ways. First, as market-facing solutions to the most common technology challenges we are asked to solve, namely in Cyber, Digital Modernization, Integrated Systems, Mission Software Systems, Mission Support, Operations and Logistics, and Sensors, Collection and Phenomenology. Second, all of our work is underpinned by a consistent set of three enabling competencies that are critical in all the work that we do, namely Data Science and Engineering, Secure Development and Operations, and System Engineering and Integration. Explore the full range of our competencies below. Cyber We bring more than a decade of experience defending cyber interests globally and delivering advanced capabilities honed from protecting some of the world s most valuable assets. Our solutions and services ensure an adaptive defense strategy, sustainable threat protection, and a mature security posture. Digital Modernization Missions are accomplished by people, but enabled by IT. Driven by our diverse and talented workforce, we help our customers achieve their missions and IT business goals by delivering purpose-built solutions with cybersecurity as a standard, efficient project delivery, and end-user satisfaction. Integrated Systems To deliver mission-effective systems, we look beyond a single market, combining hardware and software with diverse initial applications to solve for challenges in an array of specializations including sensors and collection, virtual training, cargo inspection, electronic warfare, and autonomy. Mission Software Systems To build effective technology solutions, you must first have a critical understanding of the important work of the customer, their core mission and priority outcomes. Our mission software systems are designed to manage complexity in environments that require precision, speed, and scale in equal measure. Mission Support Through our years of direct support to these agencies, we have developed a robust understanding of our government customers and the ability to provide innovative solutions to their most demanding challenges. Mission Support provides solutions in areas such as contract transition, program execution, and staffing and workforce management. Operations & Logistics See how we have logistics down to a science in domains including aviation, C4ISR, radar, sensors, supply chain, maritime, mission support, energy, facilities, and ground. Sensors, Collection & Phenomenology The art of understanding the world through the physics of sensing, perception and the mathematics of signal processing with sensors. We develop and implement multiple sensor modalities and integrate collection systems to meet demanding requirements across multiple operational domains. Data Science & Engineering Our employees combine their deep mission expertise with tailored analytic systems to turn that data into valuable knowledge and insights for our customers. Secure Development & Operations Our focus of SecDevOps provides an integrated and standard set of tools and methods that result in reduced security risk while meeting business objectives of faster and more cost-effective project delivery. Systems Engineering & Integration Founded in extensive research, deployment, and operations experience, our tailored approach to systems engineering is designed to ensure mission success and is the foundational DNA of every technical project we execute. Technology Certifications We partner with world-class technology providers to develop innovative solutions for our customer s toughest challenges. Through annual technology certification examinations, we demonstrate our commitment to maintaining deep expertise in the leading technologies relevant to the markets and customers we serve. Markets We work with a broad range of public- and private-sector clients in the U.S. and internationally. Important work on the front lines of the world s most challenging markets For nearly 50 years Leidos has been working hand-in-hand with our customers to make the world safer, healthier and more efficient through information technology, engineering and science. Our experience spans a group of diverse markets, each of global importance. Taking this extensive experience we are delivering the next generation of agile, integrated solutions necessary for today s rapidly changing environment. Explore our market experience, below. Aviation A trusted systems integrator serving ANSPs including the FAA and NATS, the TSA, and airport operators across the globe. Our work increases operational efficiency and safety, enhances the passenger experience, and continues to further state-of-the-art situational awareness and security. Defense Our defense and intelligence business provides a diverse portfolio of systems, solutions, and services covering air, land, sea, space, and cyberspace for Defense and Intelligence customers worldwide. Our solutions include enterprise and mission IT, large-scale intelligence systems, command and control, geospatial and data analytics, cybersecurity, logistics, training, and intelligence analysis and operations support. Energy Trusted expertise for government programs and commercial energy projects. Whether your mission involves nuclear site cleanup or power grid hardening, Leidos is uniquely placed to support your important work as the world s reliance on energy continues to increase. Government Our talented employees work alongside government agencies to solve technical challenges and implement newfound efficiencies – all with the goal of helping citizens thrive. Health We provide deep clinical and technical expertise to help our customers meet regulatory requirements, optimize technology for their clinical workflows, improve collections and reduce receivables, and keep data safe. Homeland Driven by our diverse and talented workforce, Leidos helps DHS address critical needs in protecting the homeland, responding to threats and disasters, enforcing and administering our laws, safeguarding cyberspace, and securing our borders. Intelligence We provide a wide-variety of low cost, highly effective solutions and services to the intelligence community and DoD as well as federal and civil customers, leveraging our extensive experience in the intelligence tradecraft. Science Leidos designs and delivers customized solutions that support groundbreaking medical research, optimize business operations, and expedite the discovery of safe and effective medical treatments. Space With a track record of success at NASA centers across the country, Leidos provides the mission understanding and technical expertise necessary to support advancements in space exploration and human spaceflight across the public and private space sector. Surface Transportation A new era of mobility requires specialized expertise to address paradigm shifts in how we travel and move goods in areas like connected and automated vehicles; transportation safety, operations, and system management; and freight efficiency. Ethics & Compliance We set the highest professional and personal expectations. The Leidos foundation was built on a commitment to ethics since the company s inception in 1969.  Combining policies, procedures, training and communications, the Leidos Ethics and Compliance Program is comprehensive and touches every aspect of employee conduct. Current employees stand on the shoulders of those who founded the company in 1969 and who established its solid reputation over the decades. The company s continued success stems from a culture that recruits and retains outstanding individuals committed to preserving our reputation. Data privacy is integral to our Code of Conduct and employee training programs. Protecting personal information is a commitment we make to our customers and it is an essential part of doing business. Improperly handling Personal Information, even by a single individual, can have serious consequences for our employees, our company, our investors and our customers. Responsibility & Sustainability. We value our inspired, passionate and united employees. Not only do they further the Leidos mission to provide innovative solutions, they are equally active in their communities, are ethically-minded, and make a positive difference in the world. Our solutions transform business and change the world. We re equally committed to using our time and resources to support people, enrich communities, and protect the environment. This commitment defines our philosophy on sustainability. Next Generation Identification: State-of-the-art biometric identification system to keep Americans and their families safe. NGI affects all FBI criminal history programs, including the National Crime Information Center (NCIC) and the National Instant Criminal Background Check System (NICS). With the Interstate Photo System, part of NGI, the FBI has improved image-searching capability of photographs associated with criminal history. The system supports better facial recognition and identification of scars, marks and tattoos. NGI introduced multiple features including the Repository for Individuals of Special Concerns (RISC) and Rap Back. Rap Back allows authorized users access to notifications of any criminal activity reported on individuals holding positions of public trust. In addition, Rap Back alerts criminal justice entities such as probation and parole officers of new criminal activity of people currently under investigation or supervision. The RISC capability supports rapid - under 10 seconds - mobile identification against a population which currently includes: wanted persons, sexual offenders, and known or appropriately suspected terrorists. Leidos also designed, developed, and deployed the FBI s previous system, Automated Fingerprint Identification System (AFIS) — the fingerprint matching component of the Integrated Automated Fingerprint Identification System (IAFIS). Improving criminal identification. UK Borders: Our border protection solutions are designed to meet UK border management security needs, now and long into the future. Brexit has highlighted the crucial role that border management has on UK trade, the flow of people and goods, and keeping the country secure. Brexit presents the opportunity to reinvent border management operations. Innovative, efficient and rapid approaches to provide value to UK citizens, government, and industry are real and available. Leidos has more than 50 products and applications that form the components of end-to-end border security solutions and services. Facial recognition, surveillance technology, and public perception, Leidos VP John Mears covers hot topics in the fields of biometrics and surveillance. Biometrics Institute Leidos UK CTO Simon Daykin joins industry leaders to discuss obstacles and potential solutions surrounding biometrics. Technology, security and border control Harnessing the power of data to protect the United Kingdom. Enhancing the security of nations and the safety of citizens with our biometric solutions. Homeland Leverage IT to better serve your mission. We understand the active role that IT plays in protecting the homeland, responding to threats and disasters, enforcing and administering our laws, safeguarding cyberspace, and securing our borders. That s why we integrate, apply and advance IT and supporting services to tackle the challenges we face today and establish a purposeful roadmap for the challenges still to be uncovered, tomorrow. See how we are helping the Department of Homeland Security and national agencies across the world achieve program objectives, on time and on budget. Biometrics We develop systems that help our customers identify unknown people, and verify known people, through their biometrics, biographics, and behaviors. We ve worked in this critical law enforcement and national security field for more than 20 years, developing a range of innovative devices, systems and algorithms. Understanding the power of our unique identities in critical programs to enhance the security of nations and the safety of citizens with biometric solutions. From large-scale systems integration, design and development of biometric solutions to technical evaluations, we re integral to programs critical to the safety of citizens and security of nations. IDHaystack™ (Identity as a Service) The Identification as a Service platform provides a biometric matching service that can serve as the core for any identification or verification system. Fingerprint Software Development Kit (SDK) This C++ software  library  is capable of providing a complete fingerprint encoding and matching engine that can be integrated into a user s application or system.Latent Print Fingerprint Technology (LIFT) LIFT can visualize latent fingerprints and palm prints in real-time without the need to currently rely upon chemical treatments, such as fingerprint dusting, Cyanoacrylate fuming and Ninhydrin treatment. Next Generation Identification (NGI) State-of-the-art biometric identification system used by the Federal Bureau of Investigation (FBI) in concert with state, local, federal, and tribal authorities. Biometrics across our markets Our expertise in biometrics lies in the breadth and depth of knowledge and learning from executions across multiple markets. Aviation, Defense, Health, Homeland, Intelligence, Science, Space, Surface Transportation. IDHaystack℠ (Identity as a Service): Biometrics matching service serving as the core for any identification or verification system. IDHaystack℠ provides on-demand, pay-as-you-go identification and verification services, all while reducing costs and increasing flexibility. As an integrated suite of reproducible sets of hardware and software, this turnkey cloud solution is designed to be deployed within any cloud environment or within a traditional networked client datacenter, and will provide a one-of-a-kind biometric transaction service. Partners and customers access the IDHaystack℠ services via an Application Program Interface (API). The current IDHaystack℠ API provides all the building blocks for incorporating biometric matching as a service into a biometric system. The API are grouped by category: Enrollment Services Comparison Services Information Services. The modalities currently available include finger, face and iris, with voice, DNA and palm planned. With fast, low-cost startup and quick, accurate operational biometric matching, IDHaystack℠ opens the door to easily adding biometric matching to a range of business services. Security and efficiency: you don t have to choose.",https://www.leidos.com/,2076,12/6/00,10/12/25
575,Lema Labs,India,2010,,,,,,,,https://www.lema.ai/,https://www.lema.ai/,,,https://www.lema.ai/,36,5/28/24,9/7/25
576,Lenso.AI,India,2019,active,,,,,,,https://lenso.ai,https://lenso.ai/en/,"canonical, logo link",,,,,
577,Lenvica Computer Solutions Pvt. Ltd.,India,2008,,,,,,,,http://lenvica.in/,https://lenvica.com/,no strong candidates; using root landing,,,,,
578,LetinAR,"Korea, Republic of",2016,Private,0,0,0,1,0,0,https://letinar.com,https://letinar.com/,,"LET YOU INTO AMAZING REALITY. LetinAR was honored as one of the 2020 SPIE PRISM AWARDS Finalists. LetinAR will keep advancing innovations in vision technology to make AR coming faster to our lives. Thank you all of the PRISM AWARDS committee for recognizing the difference we are making in this world.  LetinAR will exhibit the latest PinMR™ Optical Solution at SPIE Photonics West 2020. We are pleased to inform that LetinAR was nominated as one of the 2020 GLOMO AWARDS Finalists.  LetinAR will keep leading innovations in the AR industry, bringing 5G & Intelligent Connectivity closer to mankind.  Thank you all of the GLOMO AWARDS committee for recognizing the developments we are making in this world. LetinAR, a trailblazer to a bumpy road of defective optics for AR devices. Founded in 2016, LetinAR Inc, a startup company made its appearance in the scene of Augmented Reality presenting a new paradigm-changing technology – PinMR™ lens. This technology was developed mainly to redress common failings found in current products; heavy and expensive hardware, and deficient functions that inhibit the construction of real eyeglasses-shaped designs and render wearability and usability mediocre at best. Accurate Color Expression: An Edge over diffraction-based or reflection-based systems. Light and Thin: Super-Thin Pin Mirror Lens. Expanded DoF: Shows Augmented Reality (AR) Image wihtout inducing dizziness. PinMR™, Next-generation AR optic technology. Numerous AR global leaders have been diversely attempting to endeavor to develop AR devices using the Half-Mirror Combiner, Diffractive/Holographic Waveguide or Geometrical Waveguide, yet they have not met end-users  needs and expectations. This is mainly owing to bulky form factors, narrow FoV, poor color expression, high prices, and costly and complex manufacturing mainly caused by the complex structure of the optical system. All these issues vitiate the widespread commercialization of AR devices.  PinMR™ technology LetinAR invented was inspired by the pinhole effect, the process of placing a pinhole before the human retina resulting in clearer images of the object. By switching pinholes with tiny mirrors, the light from a micro-display can be reflected and guided into the pupils. The mirrors are invisible to the human eye – seamlessly along with real-world images. PinMR™ with its incomparable performance resolves the issues identified by consumers and AR companies so far, establishing itself as the frontrunner of the field. Small Form Factor, Expandable Eyebox and Field of View, Extended DoF, High Optical Efficiency. Patented PinMR™ Technology.",https://letinar.com/,86,7/24/17,7/17/25
579,LightVision Inc,"Korea, Republic of",2018,,,,,,,,https://lightvision.ai/,https://lightvision.ai/,,,https://lightvision.ai/,14,7/16/24,9/6/25
580,Line Corporation,Japan,2000,,,,,,,,https://www.lycorp.co.jp/en/sustainability/esg/social/research-development/,https://www.lycorp.co.jp/en/,"canonical, og:url | needs manual review",,,,,
581,Liopa,,,,,,,,,,https://liopa.ai/,https://liopa.ai/,,,https://liopa.ai/,125,2/12/19,6/24/25
582,LIPS Corporation,,,,,,,,,,https://www.lips-hci.com/,https://www.lips-hci.com/,,,https://www.lips-hci.com/,286,2/14/15,7/15/25
583,LLVision,,,,,,,,,,https://www.llvision.com/,https://www.llvision.com/,,,https://www.llvision.com/,144,1/3/14,10/4/25
584,LoginID,,,,,,,,,,https://loginid.io/,https://loginid.io/,,,https://loginid.io/,107,3/2/20,9/10/25
585,Logits Systems,,,,,,,,,,https://logits.systems/,https://logits.systems/,,,https://logits.systems/,12,11/1/20,1/30/22
586,Lomonosov Moscow State University,Russian Federation,,,,,,,,,https://msu.ru/en/,https://msu.ru/,no strong candidates; using root landing,,,,,
587,Lookman Electroplast Industries,India,,,,,,,,,https://securatechnologies.ai/,https://securatechnologies.ai/,,,https://securatechnologies.ai/,15,12/26/24,8/7/25
588,LumenVox,United States,2001,,,,,,,,https://www.lumenvox.com/,https://capacity.com/conversational-ai-software/?company=lumenvox.com,no strong candidates; using root landing,,,,,
589,Luxand,United States,2005,Private,0,0,1,0,1,0,https://www.luxand.com,https://www.luxand.com/,,"Enterprise grade solution for face recognition. FACE RECOGNITION FOR DEVELOPERS. FOR WEB AND MOBILE. TECHNOLOGIES. DETECT 70 UNIQUE FACIAL FEATURES. Create 3D models and avatars on the fly with automatic facial feature detection. DETECT AND RECOGNIZE FACES. Integrate face detection and face recognition into your applications. MOBILE APPS. FOR HOME USERS. Luxand, Inc. is a private hi-tech company formed in 2005. Luxand research activities began with Artificial Intelligence and biometric identification technologies, allowing the company to develop a complete set of tools and libraries to perform fully automatic recognition of human faces and facial features. Today, the company provides a broad range of facial feature recognition solutions. The company s products and technologies are used by biometric identification and security companies, banks, the entertainment industry, medical and cosmetic industry, at online entertainment portals, chat rooms, and movie Web sites around the globe. Police organizations and the military are using Luxand technologies to identify people and locate personal records by facial photographs. Government, municipal and commercial entities are employing our products in their document workflow for automating the process of entering facial pictures in a database. Universities and research facilities are using our tools and technologies to conduct scientific researches. Luxand, Inc. has its own research and development lab. Scientists, researchers and developers working in the research lab design next-generation technologies that can not only recognize faces and facial features, but automatically build highly realistic 3D models. With the help of these models, one can animate and transform faces as demonstrated in popular projects such as: PhotoSmileys.com, MakeMeBabies.com, In20Years.co, PicTreat.co, MakeMeZombie.com, as well as a number of projects for the mobile entertainment industry. Many technologies developed by Luxand are protected by U.S. Patents: 8,265,410 (Automatic Correction and Enhancement of Facial Images); 8,842,889 (System and Method for Automatic Face Recognition); 8,879,804 (System and Method for Automatic Detection and Recognition of Facial Features); 9,314,692 (Method Of Creating Avatar From User Submitted Image). We made substantial contributions to academic research and development. Our tools and technologies were used and referenced in over 200 papers published in renowned scientific magazines. With our powerful technologies, flexible conditions and affordable prices, we are proud to work with many well-known companies. Our customers include Universal Pictures, Samsung, LG, Philips, Fujitsu, Citrix, NEC Asia Pacific, Diebold, Boeing, Unilever, P&G, PACCAR, Ford, Danone, FIS, Havas Worldwide, Badoo, U.S. Department of Defence Cyber Crime Center, Florida Department of Corrections, Singapore Ministry of Home Affairs, Banco Azteca (Mexico), Kyoto Institute of Technology, Korea National Forensic Service, and Comando Generale dell Arma dei Carabinieri (Italy). Our products are available worldwide via a broad distribution network.",https://www.luxand.com/,577,7/15/06,8/11/25
590,Lydia,France,2013,Private,1,0,1,1,0,0,https://lydia-app.com/,https://sumeria.eu/,no strong candidates; using root landing,"All your payment needs - in one app 2,600 years after the first coin was created, Lydia is paying homage with a carefully-crafted app for today s daily needs. Acclaimed by users. Recommended by the press. Featured by App Store and Google Play. An efficient, minimalist design It all starts with an immersive blue screen. Here, everything is designed to get straight to the point - whether you want to know what your account balance is or spend your money, regardless of whether you have one or ten bank accounts. Simplicity, instantaneity, and security are combined - in each action - to make sure that the app which you use on a daily basis is the best in the world. All in one Lydia now unites the best of mobile payments and the key features of banking apps: Monitor all your bank accounts Make bank transfers Create online money pots Pay back friends by text message and email Apple Pay, Google Pay or Samsung Pay Pay with a QR code Set recurring payments Create shared accounts. Apple Pay, Samsung Pay or Google Pay. Absolute control With your phone, you can see and do everything. Only you can access this information, since each of the app s advanced features is protected by biometric security. Instant payment receipts Block your payment cards Limits Spending categories (coming soon). This is what the future looks likeYou didn t realise that this was even possible. So we created exclusive tools for you, before you could have even dreamt them up. A universal card linked to all your accounts Dynamic virtual cards A universal IBAN account (coming soon) Joint accounts. Who is Lydia? Lydia is a payment app that aims at simplifying the way we re managing our money. You can now pay anywhere, send money instantly, share expenses and manage your accounts using your mobile. To achieve this ambitious goal, Lydia brought together a team of experts specialised in payment methods and mobile payment security, and joined forces with the very best partners in French banking: Payline (Crédit Mutuel group) to acquire and conserve data relating to bank cards as well as the Société Financière du Porte Monnaie Électronique Interbancaire (SFPMEI) to manage and guarantee all transfers. Our mission: Make your payments easier. At the moment, how you pay is dictated by where you are and who you re paying. Cash at the cornershop, a cheque at the doctor s, card for online purchases, or a bank transfer to pay back a friend. This is hardly very practical, and is often extremely frustrating - especially when the nearest ATM is good ten minutes  walk away, and it s raining. In the age of smartphones, online payments, and the ""cloud"", it s strange that we re still using pieces of metal and paper to make payments. Why can t there be one, simple, universal means of payment to pay for anything, anywhere? That s what was keeping us up at night when we launched Lydia in 2013 with one goal: to be able to pay for anything easily, quickly, and securely with the one object you always have on you. Your phone. Lydia is the labour of love of a team of very passionate, extremely ambitious, and slightly crazy people. We have made it our personal mission to push the boundaries, break down the barriers between us and a cashless society, and to encourage the rise of mobile payments globally. We re a demanding bunch, obsessed with finding the optimal technological, design, and legal solutions to build the best payment app in the world. Technology is cool, but it shouldn t be an end in itself. For us, the real goal is to make life easier - by using the latest, cutting-edge technology. That s exactly what we re trying to do with mobile payments: we re not interested in building a trendy gadget that you get bored of after a week, and, above all, you shouldn t be held hostage to a particular app, platform, or bank. We believe that mobile payments must provide a real solution to a genuine problem. Everything we do is guided by common sense and our universal ambition: a service for everything and everyone. So, who s Lydia? Well, the name actually comes from the kingdom of Lydia (part of present-day Turkey), where the first coins were minted around the seventh century B.C. The kingdom became rich from these coins made from electrum, a natural alloy of gold and silver, that was abundant in the river Pactole. Croesus was the last and most famous of the kings of Lydia. Pactole and Croesus entered into legend, and are used in modern parlance to symbolise wealth. We chose the name ""Lydia"" as a playful nod from modern techology to the entire history of money. A team of experts. Thanks to our first-class banking partners, we can assure a high level of security. We select the French leaders to work with...Lydia is a mobile app that lets you pay instantly using your phone. Lydia is designed and verified in France according to the highest standards of banking and IT security. Asymmetrical RSA keys, symmetrical 256-bit data encryption, SSL communications, personal data anonymisation... All of that, because we can never be too careful when it comes to money and personal information.",,,,
591,Lystface,India,2017,,,,,,,,https://www.lystface.com/,https://www.lystface.com/,,,https://www.lystface.com/,5,5/25/24,12/12/24
592,M2SYS Technology,United States,2001,,,,,,,,http://www.m2sys.com/,https://www.m2sys.com/,,,https://www.m2sys.com/,576,7/21/01,10/8/25
